INSERT INTO `gado` (`id`, `codigo`, `leite`, `racao`, `peso`, `situacao`, `nascimento`) VALUES
(5342, 174104, 83.07, 50, 1354, 1, '2022-11-15'),
(5107, 775630, 52.89, 281, 282, 0, '2011-02-08'),
(6776, 898710, 132.07, 254, 192, 1, '2023-12-01'),
(7425, 301817, 88.77, 373, 775, 0, '2010-08-31'),
(8570, 336253, 63.24, 33, 997, 3, '2023-12-04'),
(234, 362518, 20.55, 427, 218, 1, '2016-11-02'),
(5744, 941268, 177.83, 216, 1297, 3, '2018-02-22'),
(7331, 262646, 96.06, 493, 383, 3, '2022-05-14'),
(9722, 291788, 156.1, 275, 1377, 0, '2018-05-10'),
(451, 91514, 5.04, 484, 1052, 1, '2020-05-22'),
(2342, 231744, 22.4, 390, 1000, 3, '2013-05-02'),
(9012, 956373, 110.23, 365, 603, 3, '2012-09-21'),
(6289, 313968, 149.99, 417, 407, 0, '2014-10-10'),
(3524, 724487, 145.94, 317, 579, 0, '2011-01-03'),
(9447, 605528, 11.5, 139, 1213, 3, '2011-08-09'),
(358, 192562, 27.72, 56, 1196, 0, '2022-12-16'),
(9989, 948326, 123.86, 135, 715, 3, '2023-03-28'),
(9540, 721335, 31.53, 262, 331, 3, '2019-11-03'),
(708, 785931, 24.75, 409, 1275, 0, '2021-12-05'),
(5626, 667876, 151.92, 228, 162, 1, '2012-10-01'),
(5575, 31337, 20.4, 61, 1045, 3, '2010-09-20'),
(5855, 165454, 113.35, 490, 769, 0, '2019-03-27'),
(8263, 716334, 70.62, 79, 1092, 1, '2022-05-24'),
(8753, 939980, 100.22, 470, 783, 0, '2018-02-22'),
(8538, 14647, 123.36, 227, 690, 3, '2021-07-30'),
(9326, 180153, 132.44, 216, 1240, 3, '2021-01-25'),
(1643, 670191, 149.15, 159, 1207, 1, '2023-08-09'),
(8835, 778339, 45.43, 402, 265, 2, '2021-05-25'),
(3899, 567418, 105.49, 404, 1361, 0, '2014-01-07'),
(5549, 376105, 81.14, 47, 572, 2, '2016-08-31'),
(6672, 986741, 71.66, 440, 455, 1, '2015-02-06'),
(3304, 561119, 19.83, 445, 981, 3, '2010-02-17'),
(9699, 408032, 121.39, 269, 1382, 2, '2010-08-16'),
(4543, 793841, 54.24, 63, 654, 0, '2010-03-31'),
(8058, 9401, 56.54, 285, 999, 0, '2014-01-04'),
(3748, 280455, 74.52, 141, 181, 0, '2022-07-28'),
(1558, 760032, 84.54, 383, 581, 0, '2017-07-21'),
(6474, 662338, 72.69, 406, 885, 2, '2012-06-10'),
(7355, 777789, 29.99, 32, 1039, 1, '2019-01-13'),
(5594, 593691, 180.65, 221, 1260, 0, '2012-10-20'),
(1943, 90662, 64.65, 148, 873, 0, '2013-04-27'),
(3216, 708779, 111.03, 372, 1396, 0, '2023-12-19'),
(2291, 827391, 122.75, 235, 1282, 0, '2017-09-29'),
(8023, 346212, 162.61, 290, 251, 1, '2019-10-12'),
(177, 442274, 85.98, 386, 726, 3, '2010-10-27'),
(3894, 851598, 56.8, 119, 430, 1, '2015-11-30'),
(5528, 790102, 21.35, 359, 588, 2, '2012-06-20'),
(7180, 135939, 125.79, 265, 720, 0, '2023-10-22'),
(3698, 357600, 113.14, 273, 357, 1, '2010-02-05'),
(5736, 890629, 144.11, 277, 531, 0, '2018-02-25'),
(5858, 365277, 81.12, 272, 511, 2, '2020-04-21'),
(2423, 281563, 41.67, 110, 220, 1, '2017-10-23'),
(9452, 115007, 13.38, 221, 1153, 2, '2020-09-09'),
(9483, 136611, 152.69, 233, 975, 2, '2022-06-20'),
(3661, 658848, 141.39, 380, 1343, 1, '2017-02-12'),
(7964, 714211, 73.77, 358, 526, 1, '2020-08-02'),
(4062, 711027, 124.32, 448, 774, 2, '2019-10-27'),
(9236, 82307, 169.83, 353, 1374, 0, '2014-04-18'),
(1973, 232550, 101.26, 251, 549, 3, '2017-01-11'),
(5487, 216605, 177.65, 173, 841, 1, '2019-08-21'),
(5326, 325748, 107.55, 385, 342, 3, '2020-09-18'),
(10008, 157360, 128.95, 409, 327, 1, '2017-12-21'),
(6037, 210837, 141.59, 167, 1281, 1, '2022-04-23'),
(7079, 167697, 23.95, 299, 1121, 3, '2018-11-03'),
(8275, 819524, 22.72, 330, 976, 1, '2016-06-05'),
(2089, 559482, 119.9, 186, 1406, 0, '2012-07-03'),
(622, 971772, 34.82, 422, 233, 3, '2022-01-20'),
(3000, 734825, 56.55, 267, 1071, 0, '2016-11-21'),
(7905, 983916, 92.98, 463, 911, 3, '2019-07-14'),
(7436, 986638, 50.88, 29, 497, 3, '2015-10-17'),
(7646, 646695, 129.47, 327, 438, 3, '2023-06-23'),
(2658, 842817, 0.33, 73, 835, 0, '2014-09-07'),
(1450, 328901, 175.2, 43, 261, 2, '2022-02-26'),
(3729, 466641, 88.96, 18, 1276, 0, '2018-11-08'),
(2751, 313156, 21.56, 386, 1018, 0, '2021-07-10'),
(6828, 776163, 44.69, 195, 292, 0, '2021-06-07'),
(5044, 174411, 69.74, 308, 1071, 3, '2016-08-07'),
(184, 338353, 135.48, 380, 1280, 0, '2016-02-14'),
(5930, 19050, 103.38, 205, 546, 3, '2016-10-11'),
(7418, 649757, 150.3, 241, 1223, 2, '2010-09-30'),
(1534, 539729, 6.07, 45, 720, 1, '2011-04-29'),
(5275, 799227, 20.14, 144, 1002, 2, '2018-07-21'),
(882, 256041, 59.07, 70, 708, 1, '2012-10-28'),
(472, 193607, 26.28, 302, 743, 2, '2022-02-21'),
(6812, 736724, 57.93, 240, 456, 2, '2016-01-23'),
(1868, 363378, 137.36, 469, 659, 3, '2015-07-20'),
(3483, 936798, 147.16, 260, 934, 1, '2019-12-03'),
(6370, 578942, 13.11, 252, 966, 2, '2016-09-23'),
(4720, 893016, 85.75, 29, 1342, 2, '2016-09-27'),
(8821, 257570, 143.94, 126, 329, 0, '2013-07-26'),
(7589, 142078, 88.28, 397, 513, 2, '2017-03-07'),
(9866, 228519, 116.45, 264, 568, 3, '2014-02-14'),
(7633, 466359, 109.32, 227, 1396, 1, '2022-01-15'),
(3207, 506705, 152.99, 248, 619, 1, '2019-04-21'),
(597, 572252, 78.92, 129, 1292, 0, '2022-10-25'),
(9491, 131169, 22.04, 114, 794, 0, '2021-06-25'),
(9605, 946021, 101.9, 126, 1295, 3, '2019-06-04'),
(2058, 325659, 89.87, 77, 164, 3, '2018-12-02'),
(3477, 994931, 87.55, 362, 921, 0, '2016-08-18'),
(6600, 329444, 152.15, 280, 753, 0, '2014-01-17'),
(9472, 64857, 37.73, 420, 262, 1, '2012-03-10'),
(7346, 103604, 5.87, 132, 439, 2, '2014-12-02'),
(1144, 477216, 85.67, 307, 743, 2, '2012-08-17'),
(4559, 786337, 2.56, 39, 832, 0, '2013-09-02'),
(8439, 254856, 106.8, 29, 1130, 0, '2019-11-14'),
(2573, 960002, 15.54, 149, 689, 1, '2014-05-30'),
(6956, 969224, 6.01, 448, 668, 2, '2017-11-17'),
(6536, 24975, 19.34, 486, 1065, 2, '2020-04-01'),
(1367, 619713, 174.62, 277, 499, 3, '2022-12-16'),
(4794, 79243, 151.92, 420, 244, 1, '2014-10-28'),
(5498, 913763, 184.31, 96, 798, 0, '2014-02-16'),
(1423, 782804, 88.19, 405, 277, 1, '2018-08-20'),
(552, 748440, 86.13, 79, 1260, 2, '2015-05-25'),
(8854, 912450, 127.86, 118, 939, 3, '2021-05-28'),
(681, 397319, 183.0, 438, 794, 2, '2023-02-10'),
(5673, 330905, 142.6, 297, 1101, 0, '2023-10-19'),
(7623, 590943, 12.89, 404, 555, 1, '2019-12-19'),
(4339, 181079, 33.72, 333, 557, 3, '2014-01-22'),
(387, 379407, 76.85, 430, 1234, 3, '2017-07-19'),
(1716, 328929, 106.86, 180, 389, 3, '2020-06-02'),
(6800, 109190, 140.71, 239, 1071, 3, '2014-04-04'),
(8519, 700589, 168.75, 184, 975, 3, '2011-05-22'),
(7628, 919750, 65.8, 94, 1360, 3, '2010-02-22'),
(2068, 913746, 101.36, 186, 559, 0, '2011-04-15'),
(4090, 51236, 180.19, 331, 695, 0, '2014-12-15'),
(1953, 493838, 89.22, 119, 1395, 3, '2011-04-05'),
(9321, 397089, 152.65, 470, 318, 0, '2020-02-05'),
(3592, 657324, 15.19, 69, 525, 1, '2012-10-05'),
(7648, 253491, 79.89, 374, 801, 3, '2015-03-23'),
(9788, 725427, 44.62, 324, 1079, 0, '2017-09-15'),
(8261, 406399, 131.1, 486, 354, 2, '2021-03-08'),
(6090, 886523, 79.9, 484, 670, 2, '2011-04-11'),
(805, 155677, 39.25, 268, 1237, 1, '2023-01-18'),
(3124, 642232, 47.45, 273, 200, 2, '2015-04-26'),
(6412, 564349, 26.09, 58, 1004, 0, '2014-09-18'),
(1258, 6172, 144.01, 185, 1330, 0, '2011-01-28'),
(2648, 140833, 174.81, 358, 696, 3, '2021-02-17'),
(767, 49906, 161.55, 120, 615, 1, '2020-10-05'),
(6813, 944590, 111.16, 90, 1104, 2, '2012-05-22'),
(4958, 67796, 14.77, 435, 290, 3, '2021-07-27'),
(4418, 50601, 170.43, 9, 778, 1, '2010-08-28'),
(922, 785367, 180.78, 60, 641, 1, '2022-07-23'),
(6545, 908373, 117.11, 161, 1109, 3, '2011-02-23'),
(2696, 54663, 53.16, 275, 1370, 3, '2012-03-09'),
(9046, 817127, 4.01, 239, 175, 0, '2022-08-02'),
(3712, 59963, 107.86, 402, 787, 0, '2020-10-12'),
(2811, 307678, 4.62, 133, 1231, 1, '2011-03-20'),
(4872, 456990, 56.9, 69, 855, 2, '2015-08-07'),
(5526, 960984, 99.45, 303, 519, 3, '2015-11-20'),
(1563, 71847, 46.72, 48, 367, 3, '2021-11-01'),
(9418, 303665, 30.39, 40, 709, 3, '2022-05-08'),
(7666, 976425, 94.05, 253, 380, 0, '2022-04-18'),
(232, 423889, 152.71, 98, 723, 0, '2010-10-23'),
(8089, 289828, 175.62, 441, 265, 3, '2023-11-30'),
(2712, 863500, 96.36, 161, 433, 0, '2018-01-25'),
(9398, 35713, 132.06, 447, 1344, 0, '2022-11-07'),
(2468, 605574, 59.14, 329, 726, 2, '2013-05-14'),
(8671, 184878, 31.84, 323, 431, 1, '2021-02-17'),
(7293, 192593, 4.11, 41, 975, 1, '2014-06-17'),
(5043, 788895, 3.3, 152, 739, 3, '2013-04-17'),
(7639, 650334, 20.08, 102, 586, 0, '2020-04-02'),
(2997, 696116, 86.96, 42, 1194, 1, '2014-07-23'),
(5402, 910984, 36.08, 47, 517, 0, '2019-09-28'),
(5706, 256421, 27.88, 467, 820, 3, '2010-09-26'),
(6299, 461817, 76.06, 323, 1250, 0, '2012-05-23'),
(5031, 147846, 72.62, 399, 1126, 3, '2014-08-27'),
(6795, 749680, 43.53, 250, 429, 3, '2020-06-08'),
(2858, 626263, 54.72, 98, 169, 0, '2015-12-29'),
(6217, 692809, 49.92, 295, 305, 0, '2019-10-04'),
(9627, 422767, 150.27, 65, 383, 1, '2015-12-21'),
(9145, 454724, 26.08, 385, 847, 3, '2022-07-13'),
(3302, 898135, 117.02, 253, 392, 0, '2013-09-29'),
(4817, 742682, 134.41, 254, 1262, 1, '2023-08-09'),
(2785, 945581, 167.75, 399, 1397, 3, '2016-10-28'),
(1590, 297791, 122.95, 379, 257, 3, '2012-08-16'),
(1054, 123057, 137.48, 149, 872, 3, '2021-12-08'),
(8937, 352595, 64.66, 456, 574, 0, '2022-09-03'),
(6829, 817622, 138.65, 356, 1292, 1, '2014-06-25'),
(509, 553870, 77.34, 68, 425, 0, '2015-10-01'),
(3395, 906756, 180.9, 475, 1381, 0, '2017-08-13'),
(9002, 460767, 130.83, 474, 718, 0, '2016-09-17'),
(7505, 768316, 96.98, 355, 242, 1, '2012-09-01'),
(1032, 171414, 169.51, 135, 1047, 1, '2015-08-20'),
(7464, 62566, 5.58, 433, 982, 2, '2012-01-15'),
(3073, 613851, 10.72, 106, 948, 1, '2018-08-22'),
(5688, 942194, 87.7, 308, 1388, 0, '2016-06-18'),
(6951, 352225, 49.95, 131, 570, 1, '2014-05-06'),
(6766, 819589, 104.95, 183, 1021, 3, '2019-06-09'),
(183, 17327, 127.3, 300, 961, 1, '2021-09-14'),
(3184, 993476, 158.28, 166, 345, 0, '2021-05-22'),
(5166, 749384, 178.17, 274, 259, 0, '2013-03-01'),
(689, 799051, 61.43, 71, 309, 1, '2018-11-27'),
(8285, 936100, 146.22, 241, 1019, 1, '2014-03-24'),
(7985, 164499, 81.09, 414, 457, 1, '2010-04-08'),
(4778, 60241, 139.31, 287, 216, 1, '2023-11-12'),
(9920, 546615, 49.13, 498, 454, 2, '2012-11-10'),
(1048, 383549, 103.14, 293, 1392, 0, '2011-03-08'),
(3153, 316841, 24.4, 119, 1191, 0, '2020-11-30'),
(9188, 392758, 173.86, 227, 1317, 1, '2013-03-21'),
(963, 574493, 88.76, 427, 1029, 1, '2014-09-14'),
(1193, 749836, 56.48, 144, 298, 3, '2014-04-23'),
(480, 473572, 58.35, 78, 1234, 2, '2020-08-10'),
(5170, 711500, 28.95, 275, 366, 3, '2020-06-07'),
(719, 299864, 93.13, 351, 377, 2, '2014-09-19'),
(8908, 154864, 160.49, 50, 857, 2, '2023-04-30'),
(3677, 202732, 72.65, 256, 1370, 2, '2023-03-26'),
(6915, 508166, 69.02, 162, 824, 2, '2012-05-22'),
(3247, 217597, 44.39, 59, 1008, 2, '2018-06-10'),
(438, 285700, 49.97, 219, 481, 3, '2015-09-04'),
(7852, 852101, 28.55, 415, 453, 3, '2015-04-07'),
(4323, 788274, 113.41, 91, 353, 1, '2023-06-10'),
(10003, 727947, 168.13, 354, 547, 2, '2013-11-29'),
(3340, 459582, 57.32, 259, 887, 0, '2015-11-09'),
(2853, 67571, 91.01, 214, 588, 2, '2015-11-18'),
(2549, 521499, 183.17, 404, 604, 3, '2018-12-02'),
(186, 320184, 16.08, 448, 653, 1, '2019-11-26'),
(2386, 247010, 72.3, 470, 1054, 0, '2014-05-15'),
(7305, 436903, 118.15, 250, 1009, 2, '2017-02-09'),
(4024, 748065, 153.3, 283, 745, 3, '2023-02-07'),
(9820, 41557, 172.26, 115, 163, 3, '2014-01-25'),
(7288, 616020, 81.57, 67, 327, 0, '2018-03-11'),
(262, 439698, 93.67, 212, 176, 3, '2014-06-05'),
(6325, 963385, 23.52, 485, 1236, 0, '2018-01-12'),
(1894, 632356, 106.96, 99, 782, 3, '2010-11-02'),
(6904, 825453, 64.25, 168, 496, 0, '2020-10-31'),
(7986, 948878, 45.12, 140, 338, 1, '2016-05-09'),
(6819, 603835, 159.92, 71, 1388, 2, '2013-01-27'),
(8833, 368135, 135.22, 249, 432, 0, '2017-12-24'),
(7076, 319196, 179.48, 423, 484, 3, '2019-06-25'),
(2284, 842551, 182.11, 213, 714, 0, '2014-12-30'),
(7411, 260466, 83.22, 119, 494, 2, '2021-11-22'),
(5246, 448201, 58.67, 339, 469, 0, '2017-07-21'),
(1012, 109225, 133.6, 205, 269, 1, '2020-05-06'),
(5877, 309129, 165.72, 289, 352, 1, '2018-02-11'),
(5113, 911157, 14.04, 175, 1147, 3, '2012-09-22'),
(7045, 469421, 149.26, 22, 504, 1, '2016-10-09'),
(4500, 659076, 121.2, 304, 1349, 3, '2011-04-02'),
(1753, 604596, 135.28, 116, 1154, 3, '2015-11-26'),
(423, 328937, 154.14, 374, 512, 2, '2012-04-24'),
(76, 822336, 99.02, 43, 1275, 1, '2018-06-30'),
(5400, 877571, 141.74, 140, 1191, 1, '2011-07-13'),
(9031, 846213, 61.51, 310, 914, 3, '2013-06-18'),
(5847, 847557, 59.62, 182, 689, 0, '2016-09-21'),
(3756, 408261, 53.54, 391, 792, 2, '2016-02-14'),
(1633, 80425, 163.94, 274, 1085, 0, '2015-08-15'),
(6604, 166361, 37.09, 253, 1165, 2, '2010-04-08'),
(4943, 327266, 150.88, 210, 659, 3, '2015-11-12'),
(8140, 22350, 125.09, 121, 481, 0, '2023-10-14'),
(9303, 797747, 152.58, 153, 518, 1, '2020-03-03'),
(3993, 823753, 49.92, 251, 914, 2, '2014-12-09'),
(3080, 527927, 73.54, 63, 549, 1, '2017-02-13'),
(9468, 574100, 22.56, 27, 1065, 2, '2015-01-26'),
(9857, 573943, 147.07, 60, 555, 0, '2014-08-25'),
(2213, 583168, 100.06, 362, 475, 0, '2017-04-27'),
(3734, 669554, 169.29, 200, 1162, 0, '2013-06-07'),
(5765, 17854, 93.58, 227, 351, 0, '2021-08-29'),
(801, 513873, 64.36, 36, 925, 0, '2022-04-20'),
(969, 711320, 137.96, 103, 748, 1, '2019-12-08'),
(886, 918147, 59.85, 234, 277, 3, '2013-06-08'),
(1285, 906610, 185.7, 7, 382, 0, '2012-02-02'),
(898, 741906, 107.22, 33, 1123, 0, '2021-03-07'),
(5479, 118196, 176.79, 97, 1362, 2, '2015-09-19'),
(176, 413607, 53.93, 156, 276, 1, '2018-02-19'),
(9734, 449174, 76.83, 0, 232, 0, '2021-10-15'),
(8365, 834632, 124.89, 94, 204, 3, '2015-05-04'),
(3632, 261004, 95.41, 460, 310, 1, '2015-04-24'),
(2636, 250863, 3.48, 497, 752, 2, '2010-06-01'),
(3611, 458346, 89.41, 93, 1022, 1, '2020-07-20'),
(4415, 181952, 97.46, 462, 534, 2, '2022-06-17'),
(157, 686638, 12.48, 493, 925, 3, '2014-08-25'),
(5604, 951639, 13.86, 399, 181, 2, '2013-06-25'),
(9414, 61058, 17.01, 399, 1355, 1, '2021-01-18'),
(3582, 775826, 76.12, 211, 836, 2, '2021-03-28'),
(5484, 580472, 99.51, 307, 165, 0, '2020-03-20'),
(6805, 991394, 99.5, 35, 487, 0, '2015-07-02'),
(7733, 577313, 23.53, 445, 1095, 2, '2022-12-12'),
(3938, 319577, 118.85, 266, 962, 1, '2012-06-26'),
(109, 799589, 127.6, 82, 253, 2, '2013-11-25'),
(4487, 949179, 154.44, 1, 223, 1, '2011-08-16'),
(7310, 582106, 84.7, 208, 327, 0, '2010-01-13'),
(5002, 334022, 9.38, 403, 1131, 0, '2022-07-17'),
(9887, 510581, 170.32, 443, 1328, 1, '2015-12-09'),
(7273, 962559, 164.4, 287, 164, 1, '2014-01-06'),
(8130, 329874, 94.09, 173, 881, 3, '2016-09-02'),
(10010, 256535, 184.27, 148, 308, 3, '2022-07-24'),
(7399, 845799, 63.34, 278, 630, 3, '2015-06-07'),
(8060, 746325, 179.19, 245, 912, 1, '2015-11-14'),
(5339, 15894, 77.47, 15, 227, 3, '2017-01-15'),
(8391, 94276, 36.27, 231, 1016, 1, '2021-09-27'),
(7227, 395192, 139.92, 175, 238, 3, '2011-07-01'),
(5841, 239944, 51.94, 499, 560, 0, '2020-12-05'),
(9155, 603202, 88.08, 353, 1182, 1, '2021-07-07'),
(9289, 358206, 72.31, 211, 367, 3, '2023-09-23'),
(9739, 865802, 34.53, 153, 1190, 2, '2018-05-08'),
(3750, 101479, 95.57, 214, 1307, 1, '2014-09-03'),
(8110, 598423, 68.73, 124, 514, 3, '2017-07-23'),
(4334, 541375, 64.14, 91, 1402, 3, '2017-07-23'),
(4368, 300737, 22.42, 268, 1124, 3, '2016-04-02'),
(3859, 681123, 6.81, 378, 874, 3, '2023-03-22'),
(6937, 730010, 79.93, 413, 1255, 0, '2013-12-08'),
(7892, 175507, 58.29, 270, 334, 2, '2013-09-30'),
(8412, 683952, 119.19, 239, 286, 1, '2016-02-20'),
(2437, 45515, 46.26, 36, 694, 1, '2023-11-11'),
(9880, 543308, 93.74, 366, 895, 0, '2020-03-16'),
(4955, 523287, 33.79, 494, 1105, 1, '2016-09-04'),
(4403, 920081, 83.07, 112, 1130, 2, '2017-05-31'),
(1958, 985198, 53.87, 154, 380, 1, '2020-10-24'),
(1956, 564533, 51.23, 228, 1040, 2, '2023-11-05'),
(5298, 160046, 17.4, 300, 1180, 3, '2013-07-14'),
(8800, 93774, 159.9, 376, 1068, 1, '2012-11-09'),
(7620, 403074, 166.84, 365, 1379, 0, '2013-12-31'),
(3181, 136074, 125.34, 331, 416, 1, '2012-01-14'),
(655, 270464, 26.13, 222, 1180, 1, '2018-03-08'),
(6968, 927273, 64.98, 194, 674, 3, '2022-07-24'),
(3992, 842571, 83.66, 100, 1047, 2, '2014-08-01'),
(4276, 944303, 107.59, 299, 1382, 2, '2021-04-03'),
(42, 586742, 14.43, 231, 504, 2, '2013-10-17'),
(516, 422314, 35.16, 490, 418, 0, '2017-10-09'),
(2897, 89180, 52.27, 332, 762, 1, '2018-03-22'),
(2296, 330831, 7.53, 447, 580, 3, '2013-08-01'),
(9181, 192183, 137.51, 159, 754, 3, '2023-06-15'),
(2776, 737696, 96.21, 473, 678, 3, '2018-12-21'),
(2783, 902439, 14.17, 123, 1227, 1, '2019-01-01'),
(8360, 274718, 151.83, 16, 1013, 1, '2022-09-22'),
(7752, 751725, 19.31, 442, 948, 0, '2011-05-01'),
(2474, 731476, 182.95, 460, 471, 2, '2022-04-13'),
(4244, 798637, 111.02, 39, 1122, 2, '2017-07-30'),
(390, 23339, 101.1, 342, 844, 1, '2013-01-20'),
(5894, 196292, 144.71, 411, 301, 1, '2022-04-13'),
(7017, 915389, 79.35, 421, 1145, 2, '2020-09-24'),
(7215, 971609, 107.14, 101, 1135, 1, '2018-12-16'),
(4438, 409925, 13.11, 99, 1394, 3, '2011-03-09'),
(2266, 671465, 170.49, 164, 1188, 2, '2016-07-17'),
(5831, 717369, 185.12, 477, 639, 1, '2012-01-09'),
(9510, 678216, 131.85, 382, 1169, 3, '2019-10-27'),
(6738, 695189, 43.98, 66, 1140, 2, '2010-12-18'),
(4999, 337859, 149.47, 218, 1086, 0, '2021-10-14'),
(1461, 747350, 54.87, 389, 1405, 2, '2023-09-11'),
(3109, 696404, 20.41, 215, 853, 0, '2012-11-15'),
(4785, 525441, 164.47, 257, 294, 3, '2012-02-20'),
(5297, 265670, 126.03, 238, 496, 3, '2011-12-30'),
(7699, 721531, 9.51, 3, 841, 0, '2021-12-21'),
(2231, 207142, 44.47, 488, 382, 3, '2021-11-10'),
(9085, 888434, 64.39, 52, 1244, 3, '2014-02-08'),
(3850, 133682, 4.97, 10, 1143, 2, '2012-01-19'),
(2827, 424785, 178.44, 134, 1358, 3, '2023-02-20'),
(1489, 698057, 181.39, 94, 835, 1, '2013-05-14'),
(8643, 677879, 161.56, 212, 1101, 0, '2020-11-10'),
(4724, 347415, 69.92, 305, 424, 0, '2011-09-09'),
(6906, 846941, 127.0, 326, 330, 0, '2013-10-02'),
(755, 67342, 107.27, 239, 1361, 3, '2020-03-31'),
(4589, 775129, 167.53, 498, 821, 2, '2023-08-16'),
(4233, 268982, 43.95, 399, 350, 3, '2023-09-07'),
(1259, 103295, 109.6, 441, 362, 0, '2013-11-07'),
(8571, 721103, 52.51, 368, 1004, 2, '2022-01-12'),
(7658, 977505, 116.28, 63, 898, 2, '2020-10-03'),
(7649, 671051, 113.93, 95, 272, 2, '2017-05-20'),
(579, 278315, 156.47, 337, 266, 0, '2013-08-12'),
(3195, 559552, 28.59, 123, 1314, 2, '2015-10-25'),
(9875, 795196, 5.38, 500, 935, 1, '2018-03-24'),
(4625, 289069, 131.86, 487, 838, 1, '2014-12-21'),
(7837, 701389, 116.72, 290, 882, 3, '2022-12-10'),
(8289, 440317, 12.11, 215, 827, 2, '2013-06-05'),
(8118, 932841, 142.58, 148, 941, 1, '2010-03-16'),
(6437, 327086, 111.96, 325, 413, 0, '2011-06-07'),
(9746, 462229, 42.74, 208, 577, 1, '2017-10-29'),
(501, 352048, 43.2, 364, 637, 1, '2018-07-26'),
(8891, 306481, 74.13, 383, 612, 2, '2011-12-17'),
(3710, 100861, 14.32, 223, 1212, 1, '2015-12-29'),
(1451, 414743, 8.96, 299, 943, 3, '2011-11-10'),
(9216, 742163, 38.94, 42, 420, 2, '2020-10-04'),
(7153, 207712, 31.56, 409, 1292, 3, '2015-06-20'),
(3327, 90757, 39.29, 186, 788, 1, '2021-08-20'),
(9172, 349803, 78.58, 139, 793, 3, '2012-12-13'),
(8265, 860937, 63.04, 21, 274, 1, '2011-12-07'),
(870, 533732, 138.2, 456, 729, 3, '2023-03-30'),
(8898, 713393, 107.29, 347, 1227, 1, '2019-01-31'),
(6736, 286277, 176.71, 88, 539, 2, '2016-01-06'),
(430, 553440, 59.39, 434, 1032, 1, '2012-04-21'),
(1159, 651763, 140.49, 70, 383, 2, '2018-07-07'),
(2579, 809593, 147.21, 14, 1248, 0, '2011-12-24'),
(3857, 728189, 87.99, 171, 408, 3, '2022-10-28'),
(1140, 371886, 139.01, 244, 327, 1, '2015-07-11'),
(2587, 771061, 158.67, 367, 1381, 3, '2016-07-26'),
(5180, 960545, 83.9, 324, 688, 0, '2017-09-03'),
(4148, 632338, 27.79, 468, 1132, 3, '2010-10-13'),
(7420, 459049, 123.81, 184, 1366, 0, '2021-11-04'),
(2008, 823822, 8.32, 169, 433, 0, '2011-03-06'),
(9240, 613374, 45.31, 418, 816, 3, '2019-10-21'),
(6694, 753265, 136.73, 390, 1101, 1, '2017-12-07'),
(449, 935998, 88.67, 245, 746, 1, '2020-09-09'),
(615, 263711, 139.51, 269, 245, 1, '2022-02-15'),
(8431, 632027, 165.25, 323, 1210, 0, '2017-09-17'),
(6307, 957321, 16.4, 80, 433, 2, '2022-12-24'),
(3418, 359440, 176.42, 148, 428, 2, '2010-02-19'),
(5682, 954621, 131.71, 361, 521, 1, '2021-10-20'),
(2186, 853388, 136.46, 426, 1203, 3, '2018-08-30'),
(4366, 224591, 168.96, 423, 601, 3, '2013-10-20'),
(8455, 494963, 135.66, 464, 257, 0, '2019-06-28'),
(8502, 83515, 90.5, 144, 733, 1, '2012-12-16'),
(4018, 688994, 72.45, 398, 866, 0, '2021-07-31'),
(8287, 794355, 13.86, 105, 299, 0, '2013-03-22'),
(9641, 717631, 46.19, 377, 1100, 1, '2019-04-18'),
(787, 508343, 8.84, 114, 300, 2, '2023-01-03'),
(2330, 987858, 30.88, 142, 447, 1, '2014-03-18'),
(4731, 938822, 159.14, 265, 495, 1, '2016-01-17'),
(7445, 678808, 51.44, 359, 1356, 1, '2023-06-20'),
(6685, 640289, 86.55, 204, 1125, 3, '2020-10-31'),
(4929, 551323, 53.78, 409, 1355, 1, '2016-05-07'),
(8716, 935769, 159.31, 327, 1044, 2, '2014-05-18'),
(4069, 440614, 128.71, 452, 828, 3, '2014-05-17'),
(2032, 527563, 121.61, 65, 835, 0, '2019-10-03'),
(7401, 728583, 5.82, 354, 924, 0, '2015-05-25'),
(4821, 590269, 38.18, 370, 397, 2, '2022-03-23'),
(3852, 943567, 27.58, 151, 1247, 2, '2016-05-04'),
(2895, 982808, 31.28, 188, 739, 0, '2017-05-07'),
(5248, 806891, 40.51, 295, 410, 3, '2015-12-10'),
(9142, 754394, 162.94, 396, 912, 2, '2011-02-15'),
(5997, 671290, 170.49, 40, 623, 1, '2019-01-27'),
(5173, 132827, 151.53, 382, 559, 0, '2016-12-08'),
(8555, 317973, 134.57, 134, 409, 1, '2023-03-11'),
(5643, 300702, 129.84, 464, 231, 2, '2010-07-09'),
(9833, 108535, 84.79, 223, 443, 0, '2012-08-05'),
(2711, 772749, 132.21, 409, 1066, 0, '2017-06-17'),
(6734, 934497, 156.45, 359, 664, 0, '2023-03-12'),
(3034, 429715, 58.55, 278, 231, 3, '2017-02-09'),
(3134, 186777, 23.8, 108, 571, 3, '2015-11-13'),
(1990, 525798, 151.52, 196, 660, 0, '2013-11-20'),
(800, 469475, 88.75, 82, 1384, 0, '2016-01-11'),
(5724, 567278, 18.74, 462, 526, 2, '2010-12-11'),
(8418, 529379, 169.45, 399, 602, 2, '2016-05-25'),
(6355, 593215, 9.93, 442, 627, 0, '2017-08-07'),
